iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
THR,Mehrabad International Airport,Tehran,IR,IR-23,large_airport,35.689175,51.314392
THS,Sukhothai Airport,,TH,TH-64,medium_airport,17.238000869750977,99.81819915771484
THX,Turukhansk Airport,Turukhansk,RU,RU-KYA,small_airport,65.797203,87.935303
TIA,Tirana International Airport Mother Teresa,Rinas,AL,AL-02,large_airport,41.4147,19.7206
TIE,Tippi Airport,Tippi,ET,ET-SW,small_airport,7.2024,35.415
TIF,Taif International Airport,Taif,SA,SA-02,large_airport,21.484739,40.544074
TIH,Tikehau Airport,Tuherahera,PF,PF-U-A,medium_airport,-15.1196,-148.231003
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,MX-BCN,large_airport,32.541043,-116.969976
TIM,Mozes Kilangin Airport,Timika,ID,ID-PT,medium_airport,-4.52978,136.887388
TIN,Tindouf Airport,Tindouf,DZ,DZ-37,medium_airport,27.7003993988,-8.167099952700001
TIQ,Francisco Manglona Borja / Tinian International Airport,Tinian Island,MP,MP-U-A,medium_airport,14.999207,145.619355
TIR,Tirupati International Airport,Tirupati,IN,IN-AP,large_airport,13.631988,79.539869
TIU,Timaru Airport,,NZ,NZ-CAN,medium_airport,-44.302799224853516,171.22500610351562
TIV,Tivat Airport,Tivat,ME,ME-19,medium_airport,42.404701,18.723301
TIW,Tacoma Narrows Airport,Tacoma,US,US-WA,medium_airport,47.267407,-122.577295
TIZ,Tari Airport,Tari,PG,PG-HLA,small_airport,-5.845,142.947998
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,BO-T,medium_airport,-21.5557,-64.701302
TJG,Warukin Airport,Tanta-Tabalong,ID,ID-KS,medium_airport,-2.21656,115.435997
TJH,Konotori Tajima Airport,Toyooka,JP,JP-28,medium_airport,35.512798,134.787003
TJK,Tokat Airport,Tokat,TR,TR-60,medium_airport,40.32472,36.39056
TJL,Plínio Alarcom Airport,Três Lagoas,BR,BR-MS,small_airport,-20.752643,-51.682026
TJM,Roshchino International Airport,Tyumen,RU,RU-TYU,large_airport,57.178984,65.327696
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID,ID-BB,small_airport,-2.744109,107.754535
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID,ID-KU,small_airport,2.838139,117.374584
TJU,Kulob International Airport,Kulob,TJ,TJ-KT,large_airport,37.988098,69.805
TKD,Takoradi Airport,Sekondi-Takoradi,GH,GH-WP,medium_airport,4.896059989929199,-1.7747600078582764
TKF,Truckee Tahoe Airport,Truckee,US,US-CA,medium_airport,39.318628,-120.140562
TKG,Radin Inten II International Airport,Bandar Lampung,ID,ID-LA,medium_airport,-5.246803,105.182531
TKJ,Tok Junction Airport,Tok,US,US-AK,small_airport,63.32949829,-142.9539948
TKK,Chuuk International Airport,Weno Island,FM,FM-TRK,large_airport,7.46187,151.843002
TKM,Taksimo Airport,Taksimo,RU,RU-BU,small_airport,56.361668,114.93
TKN,Tokunoshima Airport,Amagi,JP,JP-46,medium_airport,27.836382,128.881356
TKP,Takapoto Airport,,PF,PF-U-A,medium_airport,-14.709500312805176,-145.24600219726562
TKQ,Kigoma Airport,Kigoma,TZ,TZ-08,small_airport,-4.8862,29.6709
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP,JP-36,large_airport,34.132559,134.607816
TKU,Turku Airport,Turku,FI,FI-19,large_airport,60.514099,22.2628
TKV,Tatakoto Airport,Tatakoto,PF,PF-U-A,small_airport,-17.355226,-138.44734
TKX,Takaroa Airport,,PF,PF-U-A,medium_airport,-14.45580005645752,-145.02499389648438
TLA,Teller Airport,Teller,US,US-AK,small_airport,65.240402,-166.339005
TLC,Adolfo López Mateos International Airport,Toluca,MX,MX-MEX,large_airport,19.3369,-99.56583
TLE,Toliara Airport,Toliara,MG,MG-U,medium_airport,-23.3834,43.7285
TLH,Tallahassee International Airport,Tallahassee,US,US-FL,medium_airport,30.401209,-84.35433
TLI,Sultan Bantilan Airport,Toli Toli-Celebes Island,ID,ID-ST,small_airport,1.123428,120.793658
TLL,Lennart Meri Tallinn Airport,Tallinn,EE,EE-37,large_airport,59.413246,24.83264
TLM,Zenata – Messali El Hadj Airport,Zenata,DZ,DZ-13,large_airport,35.012732,-1.457117
TLN,Toulon-Hyères Airport,"Hyères, Var",FR,FR-PAC,medium_airport,43.097301,6.14603
TLQ,Turpan Jiaohe Airport,Turpan,CN,CN-65,medium_airport,43.0308,89.0987
TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,FR-OCC,large_airport,43.629101,1.36382
TLT,Tuluksak Airport,Tuluksak,US,US-AK,small_airport,61.086973,-160.922842
TLU,Golfo de Morrosquillo Airport,Santiago de Tolú,CO,CO-SUC,small_airport,9.50945,-75.5854
TLV,Ben Gurion International Airport,Tel Aviv,IL,IL-M,large_airport,32.011398,34.8867
TLY,Plastun Airport,Plastun,RU,RU-PRI,small_airport,44.814999,136.292007
TMC,Tambolaka Airport,Radamata,ID,ID-NT,small_airport,-9.409224,119.242558
TME,Gustavo Vargas Airport,Tame,CO,CO-ARA,medium_airport,6.45108,-71.7603
TMF,Thimarafushi Airport,Thimarafushi,MV,MV-08,small_airport,2.211,73.1533
TMG,Tomanggong Airport,Tomanggong,MY,MY-12,small_airport,5.40257,118.65763
TMH,Tanah Merah Airport,Tanah Merah,ID,ID-PS,medium_airport,-6.09669,140.303521
TMI,Tumling Tar Airport,Tumling Tar,NP,NP-P1,small_airport,27.315001,87.193298
TMJ,Termez Airport,Termez,UZ,UZ-SU,medium_airport,37.287261,67.311869
TML,Yakubu Tali International Airport,Tamale,GH,GH-NP,large_airport,9.553909,-0.86606
TMM,Toamasina Ambalamanasy Airport,Toamasina,MG,MG-A,large_airport,-18.113537,49.392262
TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,FI-11,large_airport,61.414101,23.604401
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,DZ-11,large_airport,22.810992,5.450832
TMS,São Tomé International Airport,São Tomé,ST,ST-01,large_airport,0.378175,6.71215
TMT,Trombetas Airport,Oriximiná,BR,BR-PA,medium_airport,-1.4896,-56.396801
TMW,Tamworth Airport,Tamworth,AU,AU-NSW,medium_airport,-31.077898,150.845484
TMX,Timimoun Airport,Timimoun,DZ,DZ-54,medium_airport,29.237101,0.276033
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),CN,CN-37,large_airport,36.857201,117.216003
TNC,Tin City Long Range Radar Station Airport,Tin City,US,US-AK,small_airport,65.563103,-167.921997
TND,Alberto Delgado Airport,Trinidad,CU,CU-07,medium_airport,21.7883,-79.9972
TNE,New Tanegashima Airport,Tanegashima,JP,JP-46,medium_airport,30.605100631699997,130.990997314
TNG,Tangier Ibn Battuta Airport,Tangier,MA,MA-01,large_airport,35.731741,-5.921459
TNH,Tonghua Sanyuanpu Airport,Tonghua,CN,CN-22,medium_airport,42.048435,125.733963
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID,ID-KR,medium_airport,0.92397,104.53341
TNK,Tununak Airport,Tununak,US,US-AK,small_airport,60.569638,-165.246649
TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW,TW-TNN,large_airport,22.950399,120.206001
TNR,Ivato International Airport,Antananarivo,MG,MG-T,large_airport,-18.7969,47.478802
TOD,Tioman Airport,Tioman Island,MY,MY-06,medium_airport,2.81818,104.160004
TOE,Tozeur Nefta International Airport,Tozeur,TN,TN-72,medium_airport,33.939701080322266,8.110560417175293
TOF,Tomsk Kamov Airport,Tomsk,RU,RU-TOM,large_airport,56.380299,85.208298
TOG,Togiak Airport,Togiak Village,US,US-AK,small_airport,59.052799,-160.397003
TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US,US-OH,medium_airport,41.5868,-83.8078
TOM,Tombouktou Airport,Timbuktu,ML,ML-7,large_airport,16.730499,-3.00758
TOS,Tromsø Airport,Tromsø,NO,NO-55,large_airport,69.683296,18.9189
TOU,Touho Airport,Touho,NC,NC-02,medium_airport,-20.790127,165.259524
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,Toledo,BR,BR-PR,small_airport,-24.6863,-53.697498
TOY,Toyama Kitokito Airport,Toyama,JP,JP-16,medium_airport,36.648416,137.187359
TPA,Tampa International Airport,Tampa,US,US-FL,large_airport,27.9755,-82.533203
TPE,Taiwan Taoyuan International Airport,Taoyuan,TW,TW-TAO,large_airport,25.0777,121.233002
TPI,Tapini Airport,Tapini,PG,PG-CPM,small_airport,-8.35666666667,146.989166667
TPJ,Taplejung Airport,Taplejung,NP,NP-P1,medium_airport,27.3509,87.69525
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,PE-SAM,medium_airport,-6.508739948272705,-76.37319946289062
TPQ,Amado Nervo National Airport,Tepic,MX,MX-NAY,medium_airport,21.419833,-104.842472
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,IT-82,medium_airport,37.9114,12.488
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX,MX-ROO,large_airport,20.172098,-87.660272
TRA,Tarama Airport,Tarama,JP,JP-47,medium_airport,24.653793,124.675453
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX,MX-COA,medium_airport,25.562265,-103.404608
TRD,"Trondheim Airport, Værnes",Trondheim,NO,NO-50,large_airport,63.457802,10.924
TRE,Tiree Airport,"Balemartine, Argyll and Bute",GB,GB-SCT,medium_airport,56.499199,-6.86917
TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,NO-39,large_airport,59.186699,10.2586
TRG,Tauranga Airport,Tauranga,NZ,NZ-BOP,medium_airport,-37.67190170288086,176.1959991455078
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,US-TN,medium_airport,36.475201,-82.407401
TRK,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID,ID-KU,medium_airport,3.325145,117.564169
TRN,Turin Airport,Caselle Torinese (TO),IT,IT-21,large_airport,45.200802,7.64963
TRR,China Bay Airport,Trincomalee,LK,LK-5,medium_airport,8.539159,81.18128
TRS,Trieste Airport,Ronchi dei Legionari/Trieste,IT,IT-36,large_airport,45.827862,13.466672
TRT,Toraja Airport,Toraja,ID,ID-SN,medium_airport,-3.184359,119.919104
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE,PE-LAL,large_airport,-8.082382,-79.108821
TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,IN-KL,large_airport,8.481889,76.920029
TRW,Bonriki International Airport,South Tarawa,KI,KI-G,large_airport,1.38164,173.147003
TRZ,Tiruchirappalli International Airport,Tiruchirappalli,IN,IN-TN,large_airport,10.762915,78.717741
TSA,Taipei Songshan International Airport,Taipei (Songshan),TW,TW-TPE,large_airport,25.067244,121.552822
TSF,Treviso Airport,Treviso (TV),IT,IT-34,large_airport,45.648399,12.1944
TSJ,Tsushima Airport,Tsushima,JP,JP-42,medium_airport,34.2849006653,129.330993652
TSM,Taos Regional Airport,Taos,US,US-NM,medium_airport,36.452494,-105.67749
TSN,Tianjin Binhai International Airport,Tianjin,CN,CN-12,large_airport,39.124401092499994,117.346000671
TSR,Timișoara Traian Vuia International Airport,Timişoara,RO,RO-TM,large_airport,45.809898,21.3379
TST,Trang Airport,Trang,TH,TH-92,medium_airport,7.50874,99.6166
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,AU-QLD,medium_airport,-19.252904,146.766512
TTA,Tan Tan Airport,Tan Tan,MA,MA-10,medium_airport,28.447563,-11.161749
TTE,Sultan Babullah Airport,Ternate,ID,ID-MU,medium_airport,0.831012,127.381611
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP,JP-31,medium_airport,35.530058,134.165023
TTN,Trenton Mercer Airport,Ewing Township,US,US-NJ,medium_airport,40.276699,-74.813499
TTS,Tsaratanana Airport,Tsaratanana,MG,MG-M,small_airport,-16.751064,47.619016
TTT,Taitung Airport,Taitung City,TW,TW-TTT,medium_airport,22.754856,121.101794
TTU,Sania Ramel Airport,Tétouan,MA,MA-01,large_airport,35.594299,-5.32002
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,Tulcán,EC,EC-C,medium_airport,0.809506,-77.708099
TUB,Tubuai Airport,,PF,PF-U-A,medium_airport,-23.365400314331055,-149.5240020751953
TUC,Teniente Benjamín Matienzo International Airport,San Miguel de Tucumán,AR,AR-T,large_airport,-26.837397,-65.104195
TUF,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR,FR-CVL,medium_airport,47.432201,0.727606
TUG,Tuguegarao Airport,Tuguegarao City,PH,PH-CAG,medium_airport,17.6433676823,121.733150482
TUI,Turaif Domestic Airport,Turaif,SA,SA-08,medium_airport,31.692188,38.731544
TUK,Turbat International Airport,Turbat,PK,PK-BA,large_airport,25.984767,63.028856
TUL,Tulsa International Airport,Tulsa,US,US-OK,large_airport,36.197084,-95.886225
TUN,Tunis Carthage International Airport,Tunis,TN,TN-11,large_airport,36.851002,10.2272
TUO,Taupo Airport,Taupo,NZ,NZ-WKO,medium_airport,-38.73970031738281,176.08399963378906
TUP,Tupelo Regional Airport,Tupelo,US,US-MS,medium_airport,34.26810073852539,-88.7698974609375
TUR,Tucuruí Airport,Tucuruí,BR,BR-PA,medium_airport,-3.78601,-49.720299
TUS,Tucson International Airport,Tucson,US,US-AZ,large_airport,32.115004,-110.938053
TUU,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA,SA-07,large_airport,28.3711,36.624865
TVC,Cherry Capital Airport,Traverse City,US,US-MI,medium_airport,44.741402,-85.582199
TVF,Thief River Falls Regional Airport,Thief River Falls,US,US-MN,medium_airport,48.065701,-96.184998
TVS,Tangshan Sannühe Airport,Tangshan (Fengrun),CN,CN-13,small_airport,39.7178,118.002625
TVT,Tashkent-Khumo International Airport,Tashkent,UZ,UZ-TO,medium_airport,41.312889,69.395535
TVU,Matei Airport,Matei,FJ,FJ-N,small_airport,-16.690599,-179.876999
TVY,Dawei Airport,Dawei,MM,MM-05,medium_airport,14.1039,98.203598
TWA,Twin Hills Airport,Twin Hills,US,US-AK,small_airport,59.074713,-160.274992
TWC,Tumxuk Tangwangcheng Airport,Tumxuk,CN,CN-65,small_airport,39.886663,79.233408
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US,US-ID,medium_airport,42.4818,-114.487999
TWT,Sanga Sanga Airport,Bongao,PH,PH-TAW,medium_airport,5.048196,119.743338
TWU,Tawau Airport,Tawau,MY,MY-12,medium_airport,4.31338,118.12152
TXE,Rembele Airport,Takengon,ID,ID-AC,medium_airport,4.72113,96.851943
TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,US-AR,medium_airport,33.453701,-93.990997
TXN,Huangshan Tunxi International Airport,Huangshan,CN,CN-34,large_airport,29.733299,118.255997
TYF,Torsby Airport,Torsby,SE,SE-S,medium_airport,60.1576,12.9913
TYL,Captain Victor Montes Arias International Airport,Talara,PE,PE-PIU,medium_airport,-4.57664,-81.254097
TYN,Taiyuan Wusu International Airport,Taiyuan,CN,CN-14,large_airport,37.746899,112.627998
TYR,Tyler Pounds Regional Airport,Tyler,US,US-TX,medium_airport,32.35409927368164,-95.40239715576172
TYS,McGhee Tyson Airport,Knoxville/Maryville,US,US-TN,large_airport,35.811001,-83.994003
TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ,BZ-BZ,medium_airport,17.517239,-88.195775
TZL,Tuzla International Airport,Dubrave Gornje,BA,BA-BIH,large_airport,44.459858,18.723627
TZN,Congo Town Airport,Andros,BS,BS-SA,medium_airport,24.158701,-77.589798
TZX,Trabzon International Airport,Trabzon,TR,TR-61,medium_airport,40.995098,39.7897
UAH,Ua Huka Airport,Ua Huka,PF,PF-U-A,small_airport,-8.936228,-139.554062
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,TL-CO,medium_airport,-9.301856,125.286302
UAP,Ua Pou Airport,Ua Pou,PF,PF-U-A,small_airport,-9.35167,-140.078003
UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR,AR-J,medium_airport,-31.571501,-68.418198
UAR,Bouarfa Airport,Bouarfa,MA,MA-02,medium_airport,32.514306,-1.983056
UBA,Mário de Almeida Franco Airport,Uberaba,BR,BR-MG,medium_airport,-19.765036,-47.964805
UBB,Mabuiag Island Airport,Mabuiag Island,AU,AU-QLD,small_airport,-9.950168,142.19523
UBJ,Yamaguchi Ube Airport,Ube,JP,JP-35,medium_airport,33.93,131.279007
UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN,MN-047,large_airport,47.646916,106.819833
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH,TH-34,medium_airport,15.2512998581,104.870002747
UCB,Ulanqab Jining Airport,Ulanqab,CN,CN-15,medium_airport,41.130266,113.107274
UCT,Ukhta Airport,Ukhta,RU,RU-KO,medium_airport,63.566898,53.804699
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR,BR-MG,medium_airport,-18.883579,-48.225936
UDR,Maharana Pratap Airport,Udaipur,IN,IN-RJ,medium_airport,24.617700576799997,73.89610290530001
UEL,Quelimane Airport,Quelimane,MZ,MZ-Q,medium_airport,-17.855499267578125,36.86909866333008
UEO,Kumejima Airport,Kumejima,JP,JP-47,medium_airport,26.363445,126.71384
UET,Quetta International Airport,Quetta,PK,PK-BA,large_airport,30.2514,66.937798
UFA,Ufa International Airport,Ufa,RU,RU-BA,large_airport,54.557499,55.874401
UGA,Bulgan Airport,Bulgan,MN,MN-067,medium_airport,48.85499954223633,103.47599792480469
UGC,Urgench International Airport,Urgench,UZ,UZ-XO,large_airport,41.58274,60.64338
UGU,Bilorai Airport,Bilogai,ID,ID-PT,medium_airport,-3.739503,137.031183
UIB,El Caraño Airport,Quibdó,CO,CO-CHO,medium_airport,5.69076,-76.6412
UIH,Phu Cat Airport,Quy Nohn,VN,VN-SCC,medium_airport,13.955,109.042
UII,Utila Airport,Utila Island,HN,HN-IB,small_airport,16.1131,-86.880302
UIN,Quincy Regional Airport Baldwin Field,Quincy,US,US-IL,medium_airport,39.942699,-91.194603
UIO,Mariscal Sucre International Airport,Quito,EC,EC-P,large_airport,-0.125399,-78.354306
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH,MH-JAL,small_airport,5.909213,169.637256
UJE,Ujae Atoll Airport,Ujae Atoll,MH,MH-UJA,small_airport,8.92806,165.761993
UKB,Kobe Airport,Kobe,JP,JP-28,large_airport,34.632801,135.223999
UKE,Utkela Airport,Bhawanipatna,IN,IN-OR,medium_airport,20.097778,83.183333
UKG,Ust-Kuyga Airport,Ust-Kuyga,RU,RU-SA,small_airport,70.011002,135.645004
UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,KZ-VOS,large_airport,50.035033,82.496057
UKX,Ust-Kut Airport,Ust-Kut,RU,RU-IRK,medium_airport,56.856701,105.730003
ULG,Ölgii Mongolei International Airport,Ölgii,MN,MN-071,medium_airport,48.993301,89.922501
ULH,Al-Ula International Airport,Al-Ula,SA,SA-03,large_airport,26.483634,38.117048
ULK,Lensk Airport,Lensk,RU,RU-SA,medium_airport,60.723594,114.825319
ULO,Ulaangom Airport,Ulaangom,MN,MN-046,medium_airport,50.066588,91.938273
ULP,Quilpie Airport,,AU,AU-QLD,medium_airport,-26.609176,144.253746
ULU,Gulu Airport,Gulu,UG,UG-N,medium_airport,2.8055601119995117,32.27180099487305
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,RU-ULY,medium_airport,54.27016,48.225569
ULY,Ulyanovsk Vostochny Airport,Cherdakly,RU,RU-ULY,medium_airport,54.401001,48.8027
ULZ,Donoi Airport,Uliastai,MN,MN-057,small_airport,47.7093,96.5258
UME,Umeå Airport,Umeå,SE,SE-AC,large_airport,63.791801,20.282801
UMS,Ust-Maya Airport,Ust-Maya,RU,RU-SA,small_airport,60.357437,134.43731
UMU,Orlando de Carvalho Airport,Umuarama,BR,BR-PR,small_airport,-23.7987,-53.313801
UNA,Una-Comandatuba Airport,Una,BR,BR-BA,small_airport,-15.354358,-38.998729
UNG,Kiunga Airport,Kiunga,PG,PG-WPD,small_airport,-6.1257100105285645,141.28199768066406
UNI,Union Island International Airport,Union Island,VC,VC-06,medium_airport,12.600135,-61.411945
UNK,Unalakleet Airport,Unalakleet,US,US-AK,medium_airport,63.888401,-160.798996
UNN,Ranong Airport,Ranong,TH,TH-85,medium_airport,9.77762,98.585503
UOL,Buol - Pogogul Airport,Buol,ID,ID-ST,small_airport,1.102318,121.413358
UPG,Sultan Hasanuddin International Airport,Makassar,ID,ID-SN,large_airport,-5.075539,119.553702
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,MX-MIC,medium_airport,19.3967,-102.039001
URA,Manshuk Mametova International Airport,Uralsk,KZ,KZ-ZAP,large_airport,51.151976,51.543652
URC,Ürümqi Tianshan International Airport,Ürümqi,CN,CN-65,large_airport,43.913584,87.479372
URE,Kuressaare Airport,Kuressaare,EE,EE-74,medium_airport,58.22990036010742,22.50950050354004
URG,Rubem Berta Airport,Uruguaiana,BR,BR-RS,medium_airport,-29.7822,-57.0382
URJ,Uray Airport,Uray,RU,RU-KHM,medium_airport,60.103298,64.826698
URT,Surat Thani Airport,Surat Thani,TH,TH-84,medium_airport,9.13259983063,99.135597229
URY,Gurayat Domestic Airport,Gurayat,SA,SA-12,medium_airport,31.412413,37.278898
USA,Concord-Padgett Regional Airport,Concord,US,US-NC,medium_airport,35.387798,-80.709099
USH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,AR,AR-V,medium_airport,-54.8433,-68.2958
USJ,Usharal Airport,Usharal,KZ,KZ-JET,small_airport,46.190767,80.830922
USK,Usinsk Airport,Usinsk,RU,RU-KO,medium_airport,66.0047,57.367199
USM,Samui International Airport,Na Thon (Ko Samui Island),TH,TH-84,large_airport,9.54779,100.061996
USN,Ulsan Airport,Ulsan,KR,KR-31,medium_airport,35.59349823,129.352005005
USR,Ust-Nera Airport,Ust-Nera,RU,RU-SA,medium_airport,64.550003,143.115005
UST,Northeast Florida Regional Airport,St Augustine,US,US-FL,medium_airport,29.9592,-81.339798
USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH,PH-PLW,medium_airport,12.121865,120.100801
UTH,Udon Thani International Airport,Udon Thani,TH,TH-41,large_airport,17.386186,102.788577
UTK,Utirik Airport,Utirik Island,MH,MH-UTI,small_airport,11.222219,169.851429
UTN,Upington Airport,Upington,ZA,ZA-NC,medium_airport,-28.400246,21.263592
UTO,Indian Mountain LRRS Airport,Utopia Creek,US,US-AK,medium_airport,65.992798,-153.703995
UTP,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH,TH-21,large_airport,12.6799,101.004997
UTT,K. D. Matanzima Airport,Mthatha,ZA,ZA-EC,medium_airport,-31.546363184900002,28.6733551025
UUA,Bugulma Airport,Bugulma,RU,RU-TA,medium_airport,54.641184,52.800229
UUD,Baikal International Airport,Ulan Ude,RU,RU-BU,large_airport,51.808614,107.439652
UUS,Yuzhno-Sakhalinsk International Airport,Yuzhno-Sakhalinsk,RU,RU-SAK,large_airport,46.885461,142.717466
UVE,Ouvéa Airport,Ouvéa,NC,NC-01,medium_airport,-20.640932,166.573024
UVF,Hewanorra International Airport,Vieux Fort,LC,LC-11,large_airport,13.7332,-60.952599
UVI,José Cleto Airport,União da Vitória,BR,BR-PR,small_airport,-26.233224,-51.066754
UYL,Nyala Airport,Nyala,SD,SD-11,medium_airport,12.0535,24.9562
UYN,Yulin Yuyang Airport,Yulin,CN,CN-61,medium_airport,38.35971,109.590927
UYU,Joya Andina International Airport,Quijarro,BO,BO-P,large_airport,-20.441304,-66.857553
UZR,Urzhar Airport,Urzhar,KZ,KZ-ABA,small_airport,47.091786,81.668216
VAA,Vaasa Airport,Vaasa,FI,FI-12,large_airport,63.05023,21.762543
VAI,Vanimo Airport,Vanimo,PG,PG-SAN,medium_airport,-2.6926,141.3028
VAK,Chevak Airport,Chevak,US,US-AK,small_airport,61.5409,-165.6005
VAL,Valença Airport,Valença,BR,BR-BA,small_airport,-13.2965,-38.992401
VAM,Villa International Airport Maamigili,Maamigili,MV,MV-00,medium_airport,3.471751,72.832633
VAN,Van Ferit Melen Airport,Van,TR,TR-65,medium_airport,38.46820068359375,43.332298278808594
VAO,Suavanao Airport,Suavanao,SB,SB-IS,small_airport,-7.58556,158.731003
VAQ,Vanavara Airport,Vanavara,RU,RU-KYA,medium_airport,60.356229,102.309641
VAR,Varna Airport,Varna,BG,BG-03,large_airport,43.232101,27.8251
VAS,Sivas Nuri Demirağ Airport,Sivas,TR,TR-58,medium_airport,39.813801,36.9035
VAV,Vava'u International Airport,Vava'u Island,TO,TO-05,large_airport,-18.5853,-173.962006
VAW,"Vardø Airport, Svartnes",Vardø,NO,NO-56,medium_airport,70.3554,31.044901
VBS,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,IT-25,medium_airport,45.428902,10.3306
VBV,Vanua Balavu Airport,Vanua Balavu,FJ,FJ-E,small_airport,-17.268999099731445,-178.9759979248047
VBY,Visby Airport,Visby,SE,SE-I,large_airport,57.6628,18.346201
VCA,Can Tho International Airport,Can Tho,VN,VN-SW,large_airport,10.083397,105.709371
VCE,Venice Marco Polo Airport,Venezia (VE),IT,IT-34,large_airport,45.505299,12.3519
VCL,Chu Lai Airport,Tam Nghĩa,VN,VN-SCC,small_airport,15.4033,108.706001
VCP,Viracopos International Airport,Campinas,BR,BR-SP,large_airport,-23.007404,-47.134502
VCS,Con Dao Airport,Con Dao,VN,VN-SE,medium_airport,8.73183,106.633003
VCT,Victoria Regional Airport,Victoria,US,US-TX,medium_airport,28.85260009765625,-96.91850280761719
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,BR-BA,medium_airport,-14.907885,-40.914804
VDE,El Hierro Airport,El Hierro Island,ES,ES-CN,medium_airport,27.8148,-17.8871
VDH,Dong Hoi Airport,Dong Hoi,VN,VN-NC,medium_airport,17.515,106.590556
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,AR-R,medium_airport,-40.8692,-63.0004
VDO,Van Don International Airport,Van Don,VN,VN-NE,medium_airport,21.120693,107.41539
VDS,Vadsø Airport,Vadsø,NO,NO-56,medium_airport,70.0653,29.8447
VDZ,Valdez Pioneer Field,Valdez,US,US-AK,medium_airport,61.132712,-146.246567
VEE,Venetie Airport,Venetie,US,US-AK,small_airport,67.008698,-146.365997
VEL,Vernal Regional Airport,Vernal,US,US-UT,medium_airport,40.436214,-109.511661
VEO,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,RU-KYA,medium_airport,60.373299,93.011703
VER,General Heriberto Jara International Airport,Veracruz,MX,MX-VER,large_airport,19.139589,-96.188602
VFA,Victoria Falls International Airport,Victoria Falls,ZW,ZW-MN,large_airport,-18.097437,25.836867
VGA,Vijayawada International Airport,Vijayawada,IN,IN-AP,large_airport,16.530011,80.804888
VGO,Vigo Airport,Vigo,ES,ES-GA,medium_airport,42.2318,-8.62677
VHM,Vilhelmina South Lapland Airport,Vilhelmina,SE,SE-AC,medium_airport,64.579102,16.833599
VHV,Verkhnevilyuisk Airport,Verkhnevilyuisk,RU,RU-SA,small_airport,63.458057403564,120.26916503906
VIE,Vienna International Airport,Vienna,AT,AT-9,large_airport,48.110298,16.5697
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,VE-L,medium_airport,8.624139,-71.672668
VII,Vinh Airport,Vinh,VN,VN-NC,medium_airport,18.7376003265,105.67099762
